household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,risk_score,risk_label,top_drivers
HH2086,-1.809372,30.05254,Rulindo,Bushoki,0,4,1.9,unprotected_well,high,low,0.5908,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2087,-1.688784,30.053762,Rulindo,Kinihira,1,3,2.7,piped,medium,middle,0.1151,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH2088,-1.701219,30.04071,Rulindo,Bushoki,0,1,3.1,piped,low,middle,0.2617,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2089,-1.699008,30.07347,Rulindo,Base,0,0,3.0,unprotected_well,low,low,0.7789,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2090,-1.724324,29.944011,Rulindo,Kinihira,0,1,2.8,protected_well,low,middle,0.4182,Medium,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2091,-1.744477,29.921531,Rulindo,Base,0,5,2.6,surface,high,low,0.744,High,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH2092,-1.769178,30.072739,Rulindo,Masoro,0,4,1.8,protected_well,medium,low,0.5818,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2093,-1.653812,29.919695,Rulindo,Masoro,1,4,2.9,piped,high,low,0.1256,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH2094,-1.677567,30.017844,Rulindo,Burega,0,5,1.8,protected_well,low,low,0.8201,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2095,-1.743763,29.985949,Rulindo,Bushoki,1,1,3.5,protected_well,low,middle,0.3967,Medium,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2096,-1.73266,30.024596,Rulindo,Masoro,0,0,3.2,unprotected_well,medium,middle,0.2515,Low,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2097,-1.758412,30.022837,Rulindo,Bushoki,0,2,1.6,piped,low,low,0.7286,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2098,-1.698964,30.050979,Rulindo,Base,0,5,1.4,surface,medium,low,0.8692,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2099,-1.724158,30.038263,Rulindo,Kinihira,0,0,2.6,protected_well,low,middle,0.3954,Medium,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2100,-1.727732,29.973881,Rulindo,Masoro,0,2,2.7,piped,medium,low,0.2595,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2101,-1.76578,29.92716,Rulindo,Kinihira,1,3,2.0,protected_well,high,middle,0.1134,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH2102,-1.728288,29.978836,Rulindo,Masoro,0,2,2.0,protected_well,medium,low,0.4754,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2103,-1.809547,30.025006,Rulindo,Bushoki,0,0,3.4,piped,low,low,0.5444,Medium,"['Poor sanitation', 'Low household income']"
HH2104,-1.717066,29.980199,Rulindo,Masoro,1,4,3.5,piped,medium,high,0.0749,Low,"['Poor sanitation', 'High number of children under 5']"
HH2105,-1.650084,29.970138,Rulindo,Masoro,1,0,1.5,protected_well,high,high,0.0832,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2106,-1.779732,29.979464,Rulindo,Base,0,2,3.4,surface,low,low,0.8492,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2107,-1.71952,29.985624,Rulindo,Burega,0,1,2.9,piped,low,high,0.1584,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH2108,-1.80125,29.948738,Rulindo,Base,0,5,1.1,unprotected_well,low,low,0.9041,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2109,-1.73306,29.984013,Rulindo,Kinihira,0,5,2.9,unprotected_well,medium,low,0.7193,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2110,-1.712969,29.975823,Rulindo,Bushoki,1,0,2.5,protected_well,medium,middle,0.1302,Low,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2111,-1.755999,30.066691,Rulindo,Bushoki,0,4,3.0,unprotected_well,low,low,0.8169,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2112,-1.658267,30.028241,Rulindo,Masoro,0,0,3.3,piped,low,middle,0.2295,Low,"['Poor sanitation', 'Low household income']"
HH2113,-1.759944,29.947612,Rulindo,Bushoki,0,3,2.2,unprotected_well,medium,middle,0.4538,Medium,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2114,-1.742382,30.071846,Rulindo,Burega,0,5,3.1,surface,medium,middle,0.7041,High,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH2115,-1.668949,29.982303,Rulindo,Burega,0,2,1.9,surface,high,low,0.7312,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2116,-1.746788,30.063461,Rulindo,Masoro,0,5,1.1,unprotected_well,high,low,0.6963,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH2117,-1.666159,30.075565,Rulindo,Masoro,0,5,2.6,surface,high,low,0.744,High,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH2118,-1.67813,30.025412,Rulindo,Kinihira,0,5,1.7,surface,high,low,0.7936,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2119,-1.709156,29.971636,Rulindo,Masoro,0,5,1.9,surface,high,low,0.783,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2120,-1.80163,29.995536,Rulindo,Base,0,0,1.9,surface,low,middle,0.8406,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2121,-1.719116,29.943666,Rulindo,Base,1,4,1.0,piped,medium,low,0.5211,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2122,-1.707153,30.069298,Rulindo,Base,0,4,1.7,unprotected_well,low,low,0.872,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2123,-1.691426,29.930957,Rulindo,Burega,1,0,1.5,protected_well,high,high,0.0832,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2124,-1.749112,29.943625,Rulindo,Bushoki,0,5,2.7,unprotected_well,low,low,0.8376,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2125,-1.66573,30.009328,Rulindo,Kinihira,0,1,1.0,unprotected_well,high,low,0.5596,Medium,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH2126,-1.69776,29.954378,Rulindo,Masoro,0,1,1.6,protected_well,medium,low,0.4739,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2127,-1.781548,30.0079,Rulindo,Kinihira,0,2,2.6,piped,medium,middle,0.1073,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2128,-1.764963,29.936933,Rulindo,Burega,0,4,2.6,unprotected_well,low,low,0.8341,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2129,-1.720567,29.954642,Rulindo,Masoro,0,3,3.0,unprotected_well,low,low,0.8084,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2130,-1.737126,30.002824,Rulindo,Masoro,1,2,2.9,protected_well,high,middle,0.0615,Low,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH2131,-1.776705,30.030329,Rulindo,Burega,0,4,1.6,unprotected_well,low,middle,0.8243,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2132,-1.799683,29.990621,Rulindo,Bushoki,1,5,2.7,piped,high,middle,0.0685,Low,"['High number of children under 5', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH2133,-1.656961,29.971605,Rulindo,Masoro,0,3,2.4,surface,medium,low,0.8082,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2134,-1.796621,29.93328,Rulindo,Bushoki,0,2,1.6,unprotected_well,low,low,0.8609,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2135,-1.739602,30.031941,Rulindo,Burega,0,4,1.9,surface,medium,low,0.8397,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2136,-1.696838,30.076316,Rulindo,Kinihira,0,4,2.9,unprotected_well,medium,high,0.2438,Low,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH2137,-1.68174,30.076886,Rulindo,Masoro,0,4,3.5,unprotected_well,low,low,0.8169,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2138,-1.761564,29.958703,Rulindo,Bushoki,0,5,1.3,unprotected_well,low,low,0.8958,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2139,-1.73143,29.947469,Rulindo,Masoro,0,0,3.4,protected_well,medium,low,0.2832,Low,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH2140,-1.665891,30.04061,Rulindo,Bushoki,0,0,1.8,surface,low,low,0.8844,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2141,-1.666684,30.035394,Rulindo,Masoro,0,3,3.4,unprotected_well,low,low,0.8084,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2142,-1.750813,29.97259,Rulindo,Masoro,0,2,2.7,unprotected_well,low,middle,0.7189,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2143,-1.741332,29.989714,Rulindo,Masoro,0,2,1.6,protected_well,low,middle,0.5907,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2144,-1.793686,29.927067,Rulindo,Kinihira,0,0,2.2,unprotected_well,low,middle,0.7041,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2145,-1.759982,29.91793,Rulindo,Masoro,0,1,2.3,unprotected_well,low,low,0.8217,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2146,-1.80481,30.068902,Rulindo,Bushoki,0,4,1.4,protected_well,medium,low,0.6207,High,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2147,-1.734188,29.966195,Rulindo,Kinihira,0,1,2.7,unprotected_well,high,low,0.3769,Medium,"['Unsafe water source', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH2148,-1.670885,30.061246,Rulindo,Base,0,5,2.9,unprotected_well,medium,middle,0.4677,Medium,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH2149,-1.77734,30.076483,Rulindo,Bushoki,0,1,2.0,unprotected_well,low,low,0.8351,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2150,-1.779914,30.0157,Rulindo,Bushoki,0,0,1.1,surface,medium,low,0.8384,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2151,-1.671765,29.971072,Rulindo,Base,0,4,1.1,surface,medium,low,0.8742,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2152,-1.782382,30.068005,Rulindo,Kinihira,0,2,1.5,unprotected_well,low,low,0.8652,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2153,-1.795398,29.948885,Rulindo,Masoro,0,5,1.5,unprotected_well,medium,low,0.8,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Poor sanitation']"
HH2154,-1.732209,29.989846,Rulindo,Bushoki,0,4,2.3,protected_well,medium,middle,0.2257,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH2155,-1.77068,30.016813,Rulindo,Base,0,4,1.5,protected_well,low,low,0.8234,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2156,-1.768578,30.066365,Rulindo,Masoro,1,5,3.1,piped,high,middle,0.0552,Low,"['High number of children under 5', 'Low household income']"
HH2157,-1.700153,30.026232,Rulindo,Kinihira,0,1,3.0,piped,medium,middle,0.0765,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2158,-1.802461,29.92153,Rulindo,Bushoki,0,5,2.2,surface,low,low,0.9017,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2159,-1.801344,30.075248,Rulindo,Masoro,1,2,1.7,protected_well,medium,low,0.5077,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2160,-1.780337,29.964516,Rulindo,Masoro,0,1,1.6,unprotected_well,low,low,0.8527,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2161,-1.657793,29.968586,Rulindo,Burega,0,4,2.3,unprotected_well,medium,low,0.7378,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2162,-1.809758,30.030111,Rulindo,Base,0,3,1.5,piped,low,low,0.7575,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2163,-1.726997,29.999335,Rulindo,Masoro,0,3,1.6,unprotected_well,medium,low,0.7624,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2164,-1.771234,30.062647,Rulindo,Kinihira,0,3,3.2,unprotected_well,medium,low,0.6674,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2165,-1.675634,29.996157,Rulindo,Burega,1,0,1.7,unprotected_well,high,middle,0.1839,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2166,-1.807658,29.959375,Rulindo,Masoro,1,5,3.2,surface,medium,low,0.7998,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2167,-1.697796,29.990653,Rulindo,Masoro,0,0,1.4,unprotected_well,high,low,0.4728,Medium,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH2168,-1.678313,30.046065,Rulindo,Kinihira,1,4,1.7,piped,high,middle,0.1043,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH2169,-1.703638,29.944971,Rulindo,Burega,1,3,2.1,unprotected_well,low,high,0.6646,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2170,-1.704726,29.960687,Rulindo,Burega,0,5,1.2,surface,low,low,0.942,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2171,-1.68075,29.966469,Rulindo,Base,1,0,3.5,piped,low,middle,0.2295,Low,"['Poor sanitation', 'Low household income']"
HH2172,-1.803087,29.997101,Rulindo,Masoro,0,0,2.3,unprotected_well,low,low,0.8121,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2173,-1.78453,30.070898,Rulindo,Base,0,3,2.1,protected_well,medium,low,0.509,Medium,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH2174,-1.743816,30.057015,Rulindo,Burega,0,2,2.1,unprotected_well,medium,low,0.7082,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2175,-1.688376,30.060855,Rulindo,Base,0,1,2.8,unprotected_well,low,low,0.7989,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2176,-1.743893,29.970822,Rulindo,Kinihira,0,5,2.5,piped,low,low,0.7333,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2177,-1.716647,30.018709,Rulindo,Bushoki,0,1,2.2,unprotected_well,medium,low,0.6746,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2178,-1.68534,30.036314,Rulindo,Kinihira,1,0,3.4,piped,high,middle,0.0169,Low,['Low household income']
HH2179,-1.701934,29.968184,Rulindo,Burega,0,2,2.3,protected_well,low,low,0.7519,High,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH2180,-1.650184,29.976248,Rulindo,Kinihira,1,0,3.1,protected_well,high,middle,0.0403,Low,"['Unsafe water source', 'Low household income']"
HH2181,-1.688075,29.971593,Rulindo,Burega,1,3,2.0,piped,high,low,0.1638,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH2182,-1.736099,29.967862,Rulindo,Kinihira,0,4,3.3,surface,medium,middle,0.6777,High,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH2183,-1.707209,30.059605,Rulindo,Masoro,1,0,2.2,piped,medium,middle,0.1039,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2184,-1.801905,29.972942,Rulindo,Masoro,0,1,2.1,unprotected_well,low,middle,0.7377,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2185,-1.777747,29.976601,Rulindo,Kinihira,0,0,2.2,protected_well,low,middle,0.4383,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2186,-1.652924,29.928523,Rulindo,Base,0,2,2.2,unprotected_well,low,low,0.835,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2187,-1.76559,30.047697,Rulindo,Burega,0,1,3.2,unprotected_well,low,low,0.7896,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2188,-1.687838,29.993277,Rulindo,Masoro,0,3,2.3,unprotected_well,medium,middle,0.4429,Medium,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2189,-1.733307,30.025925,Rulindo,Burega,0,2,2.6,surface,low,low,0.8655,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2190,-1.732973,30.030829,Rulindo,Masoro,0,3,2.5,protected_well,low,low,0.757,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH2191,-1.773631,30.050121,Rulindo,Bushoki,1,0,3.0,piped,high,high,0.0007,Low,[]
HH2192,-1.732493,29.97762,Rulindo,Kinihira,0,0,3.3,protected_well,low,low,0.6595,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH2193,-1.737829,29.933737,Rulindo,Masoro,0,3,2.6,surface,medium,low,0.7989,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2194,-1.733808,29.932518,Rulindo,Kinihira,1,1,1.9,piped,medium,middle,0.1304,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2195,-1.666546,29.940361,Rulindo,Bushoki,0,4,1.6,surface,low,low,0.9194,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2196,-1.752475,29.961136,Rulindo,Burega,1,2,3.5,piped,medium,middle,0.0874,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2197,-1.677638,29.99361,Rulindo,Kinihira,0,4,3.0,surface,medium,low,0.7903,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2198,-1.775096,30.072236,Rulindo,Masoro,0,3,2.4,unprotected_well,low,low,0.8346,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2199,-1.802655,30.004859,Rulindo,Bushoki,0,2,2.2,unprotected_well,low,low,0.835,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2200,-1.652261,29.957516,Rulindo,Masoro,0,2,3.0,protected_well,medium,low,0.3672,Medium,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH2201,-1.76479,29.951111,Rulindo,Bushoki,0,3,3.0,protected_well,medium,low,0.4119,Medium,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH2202,-1.68752,29.936319,Rulindo,Bushoki,0,2,2.1,protected_well,medium,middle,0.191,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2203,-1.784074,30.047261,Rulindo,Masoro,0,0,3.1,unprotected_well,low,low,0.7789,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2204,-1.798014,29.922957,Rulindo,Kinihira,1,3,1.7,piped,medium,high,0.1242,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH2205,-1.744462,30.058051,Rulindo,Burega,0,0,1.4,protected_well,low,low,0.7704,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2206,-1.667021,30.065385,Rulindo,Burega,0,1,1.9,protected_well,low,low,0.7581,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2207,-1.710448,30.038582,Rulindo,Bushoki,0,2,2.0,protected_well,low,middle,0.549,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2208,-1.768785,29.919298,Rulindo,Masoro,0,2,2.6,surface,high,middle,0.3881,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2209,-1.784597,29.999287,Rulindo,Bushoki,0,2,2.7,unprotected_well,high,low,0.4217,Medium,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH2210,-1.785973,30.062165,Rulindo,Burega,0,5,2.8,piped,low,low,0.7139,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2211,-1.671468,29.91914,Rulindo,Bushoki,0,2,2.9,piped,high,low,0.091,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH2212,-1.682461,29.997857,Rulindo,Bushoki,0,0,3.5,surface,high,low,0.5894,Medium,"['Unsafe water source', 'Low household income']"
HH2213,-1.757285,29.945468,Rulindo,Burega,0,2,2.2,unprotected_well,medium,middle,0.4092,Medium,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2214,-1.791998,30.017077,Rulindo,Kinihira,0,3,1.8,unprotected_well,medium,middle,0.4972,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2215,-1.755125,29.935979,Rulindo,Bushoki,1,1,2.2,surface,high,high,0.2271,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH2216,-1.71039,30.041685,Rulindo,Kinihira,0,5,3.2,unprotected_well,low,low,0.8249,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2217,-1.768054,30.003692,Rulindo,Bushoki,0,2,2.7,unprotected_well,low,low,0.8129,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2218,-1.788816,30.006468,Rulindo,Masoro,1,0,1.5,piped,high,high,0.0613,Low,['Low meal frequency (< 2 meals/day)']
HH2219,-1.752061,29.996294,Rulindo,Bushoki,0,1,2.4,surface,low,middle,0.8275,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2220,-1.676325,30.0713,Rulindo,Bushoki,0,2,1.7,unprotected_well,medium,low,0.7359,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2221,-1.744803,29.950291,Rulindo,Base,0,5,3.0,surface,low,low,0.8695,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2222,-1.728246,30.023766,Rulindo,Masoro,0,0,1.6,unprotected_well,high,low,0.4511,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2223,-1.664256,29.934917,Rulindo,Masoro,1,4,3.4,protected_well,medium,middle,0.1743,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH2224,-1.668206,29.977505,Rulindo,Kinihira,0,3,2.0,unprotected_well,low,low,0.8518,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2225,-1.65731,29.960249,Rulindo,Kinihira,0,0,3.0,unprotected_well,medium,low,0.5723,Medium,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2226,-1.786042,30.055917,Rulindo,Bushoki,0,2,2.5,unprotected_well,medium,low,0.6788,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2227,-1.797388,29.933132,Rulindo,Burega,0,0,1.9,protected_well,medium,low,0.3967,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH2228,-1.707032,30.003582,Rulindo,Bushoki,0,5,2.4,unprotected_well,medium,middle,0.5215,Medium,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH2229,-1.725161,29.96107,Rulindo,Base,0,5,1.4,unprotected_well,low,low,0.8917,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH2230,-1.784782,30.046409,Rulindo,Bushoki,0,0,2.0,unprotected_well,medium,low,0.6613,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH2231,-1.724931,30.021589,Rulindo,Base,0,3,1.3,surface,medium,low,0.8574,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2232,-1.674603,30.047741,Rulindo,Bushoki,0,4,3.4,unprotected_well,low,low,0.8169,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2233,-1.793546,30.068888,Rulindo,Kinihira,0,4,2.5,unprotected_well,low,low,0.8383,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2234,-1.701938,30.013706,Rulindo,Bushoki,0,0,1.9,unprotected_well,medium,low,0.6696,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2235,-1.68852,29.968142,Rulindo,Kinihira,0,5,3.2,protected_well,low,low,0.7594,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH2236,-1.741977,29.940763,Rulindo,Burega,1,5,2.9,unprotected_well,low,high,0.6616,High,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH2237,-1.701975,29.986536,Rulindo,Burega,0,2,3.3,surface,low,middle,0.8096,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2238,-1.784406,29.999878,Rulindo,Masoro,0,2,1.0,piped,low,low,0.7695,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2239,-1.720537,29.985934,Rulindo,Bushoki,0,1,2.6,protected_well,high,low,0.1528,Low,"['Low household income', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH2240,-1.741194,29.995555,Rulindo,Masoro,0,1,2.1,unprotected_well,low,low,0.8306,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2241,-1.710025,29.924824,Rulindo,Bushoki,0,5,3.3,unprotected_well,medium,low,0.713,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2242,-1.719144,30.064068,Rulindo,Burega,0,0,3.1,unprotected_well,low,low,0.7789,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH2243,-1.65035,30.026901,Rulindo,Base,0,2,1.8,surface,medium,low,0.826,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH2244,-1.687991,30.021232,Rulindo,Masoro,0,3,1.0,piped,low,low,0.7888,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH2245,-1.728809,29.981329,Rulindo,Masoro,0,3,2.2,unprotected_well,medium,low,0.724,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH2246,-1.704926,30.047275,Rulindo,Burega,0,5,1.7,surface,medium,low,0.8565,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
