household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band
HH1887,-2.173619,30.310539,Bugesera,Kamabuye,0,0,1.7,unprotected_well,low,low
HH1888,-2.126698,30.316535,Bugesera,Mareba,1,4,3.2,piped,medium,middle
HH1889,-2.156585,30.285755,Bugesera,Kamabuye,0,5,1.9,unprotected_well,low,low
HH1890,-2.155862,30.201371,Bugesera,Kamabuye,0,0,2.7,surface,low,middle
HH1891,-2.110928,30.256401,Bugesera,Juru,0,2,2.2,unprotected_well,low,low
HH1892,-2.126924,30.298719,Bugesera,Gashora,0,0,2.4,surface,medium,middle
HH1893,-2.214568,30.215219,Bugesera,Gashora,1,3,2.9,protected_well,medium,low
HH1894,-2.128601,30.30616,Bugesera,Juru,0,5,3.2,unprotected_well,low,low
HH1895,-2.161792,30.178859,Bugesera,Mareba,1,5,3.1,protected_well,low,high
HH1896,-2.127413,30.167171,Bugesera,Ntarama,0,1,2.7,protected_well,medium,low
HH1897,-2.242703,30.217115,Bugesera,Mareba,0,0,3.4,protected_well,low,low
HH1898,-2.212728,30.196537,Bugesera,Ntarama,0,2,3.1,unprotected_well,low,middle
HH1899,-2.234291,30.296143,Bugesera,Gashora,0,5,1.1,surface,low,low
HH1900,-2.244312,30.236936,Bugesera,Kamabuye,0,0,2.0,protected_well,low,low
HH1901,-2.244606,30.238251,Bugesera,Kamabuye,0,0,3.4,protected_well,low,high
HH1902,-2.23267,30.275773,Bugesera,Mareba,0,5,1.5,surface,low,low
HH1903,-2.116798,30.306188,Bugesera,Juru,0,1,3.3,surface,low,low
HH1904,-2.143152,30.233494,Bugesera,Ntarama,0,3,1.4,unprotected_well,low,low
HH1905,-2.155902,30.181021,Bugesera,Kamabuye,0,5,1.4,protected_well,low,low
HH1906,-2.105035,30.233122,Bugesera,Mareba,0,3,2.5,unprotected_well,low,low
HH1907,-2.139888,30.265172,Bugesera,Juru,0,0,3.4,protected_well,medium,middle
HH1908,-2.1773,30.22444,Bugesera,Gashora,0,3,3.5,surface,low,middle
HH1909,-2.146449,30.280197,Bugesera,Juru,1,5,1.7,piped,medium,middle
HH1910,-2.191185,30.238545,Bugesera,Gashora,0,5,3.2,unprotected_well,low,low
HH1911,-2.14601,30.177379,Bugesera,Mareba,0,5,1.6,protected_well,medium,low
HH1912,-2.190284,30.233405,Bugesera,Juru,1,1,3.2,piped,high,middle
HH1913,-2.243221,30.306802,Bugesera,Mareba,0,2,2.0,protected_well,medium,low
HH1914,-2.229932,30.314257,Bugesera,Gashora,0,2,2.4,surface,high,low
HH1915,-2.220969,30.319849,Bugesera,Kamabuye,0,2,1.8,protected_well,low,middle
HH1916,-2.095722,30.309893,Bugesera,Kamabuye,0,2,3.3,protected_well,low,low
HH1917,-2.199614,30.263517,Bugesera,Gashora,0,1,2.4,protected_well,low,middle
HH1918,-2.22889,30.172774,Bugesera,Ntarama,0,1,2.8,unprotected_well,low,low
HH1919,-2.177565,30.236243,Bugesera,Ntarama,0,5,2.9,unprotected_well,medium,middle
HH1920,-2.21395,30.279264,Bugesera,Kamabuye,0,0,1.3,unprotected_well,medium,low
HH1921,-2.194987,30.26618,Bugesera,Kamabuye,1,1,3.3,piped,low,middle
HH1922,-2.121638,30.178441,Bugesera,Juru,0,5,1.7,unprotected_well,medium,high
HH1923,-2.154376,30.229867,Bugesera,Juru,0,2,3.3,surface,low,low
HH1924,-2.181225,30.276946,Bugesera,Kamabuye,0,1,1.7,protected_well,medium,middle
HH1925,-2.221457,30.276722,Bugesera,Ntarama,0,2,2.9,unprotected_well,low,low
HH1926,-2.217841,30.263314,Bugesera,Juru,0,0,1.3,unprotected_well,medium,low
HH1927,-2.099172,30.177883,Bugesera,Gashora,0,0,3.0,unprotected_well,low,low
HH1928,-2.153427,30.223587,Bugesera,Juru,0,4,2.0,unprotected_well,medium,middle
HH1929,-2.224096,30.197028,Bugesera,Juru,0,0,2.8,unprotected_well,low,middle
HH1930,-2.239853,30.229454,Bugesera,Juru,0,4,1.8,surface,medium,high
HH1931,-2.137044,30.301452,Bugesera,Mareba,0,4,3.1,unprotected_well,low,high
HH1932,-2.195165,30.179929,Bugesera,Gashora,0,2,3.1,unprotected_well,low,middle
HH1933,-2.08514,30.204009,Bugesera,Kamabuye,0,5,2.6,unprotected_well,low,low
HH1934,-2.102113,30.264419,Bugesera,Ntarama,0,1,2.2,surface,medium,low
HH1935,-2.090069,30.268333,Bugesera,Ntarama,0,5,3.4,surface,high,low
HH1936,-2.230781,30.264107,Bugesera,Kamabuye,0,5,1.1,unprotected_well,low,low
HH1937,-2.093733,30.306421,Bugesera,Mareba,0,0,2.6,protected_well,medium,low
HH1938,-2.199776,30.311067,Bugesera,Ntarama,0,5,2.7,protected_well,medium,middle
HH1939,-2.088637,30.261073,Bugesera,Juru,0,4,3.0,unprotected_well,low,low
HH1940,-2.231088,30.168494,Bugesera,Ntarama,0,4,1.1,piped,low,low
HH1941,-2.239959,30.299324,Bugesera,Gashora,0,3,2.7,piped,medium,low
HH1942,-2.119774,30.28169,Bugesera,Gashora,1,3,3.5,piped,medium,low
HH1943,-2.193324,30.203568,Bugesera,Kamabuye,0,5,3.5,unprotected_well,medium,middle
HH1944,-2.228412,30.209309,Bugesera,Mareba,0,5,1.2,unprotected_well,medium,low
HH1945,-2.128045,30.210771,Bugesera,Mareba,0,2,1.8,protected_well,low,low
HH1946,-2.098526,30.186841,Bugesera,Ntarama,0,4,2.9,unprotected_well,low,low
HH1947,-2.105887,30.254484,Bugesera,Mareba,0,3,2.8,protected_well,medium,low
HH1948,-2.127202,30.321176,Bugesera,Mareba,0,4,2.6,surface,low,middle
HH1949,-2.18749,30.27887,Bugesera,Ntarama,1,2,1.6,piped,high,middle
HH1950,-2.125236,30.322788,Bugesera,Gashora,0,4,3.5,protected_well,low,low
HH1951,-2.237682,30.299126,Bugesera,Juru,1,4,1.9,protected_well,medium,middle
HH1952,-2.194243,30.305951,Bugesera,Kamabuye,0,2,2.4,protected_well,low,low
HH1953,-2.19927,30.298848,Bugesera,Gashora,0,1,3.3,unprotected_well,low,low
HH1954,-2.147137,30.178099,Bugesera,Mareba,0,0,2.4,unprotected_well,low,middle
HH1955,-2.169308,30.291469,Bugesera,Mareba,1,4,2.8,surface,high,middle
HH1956,-2.226815,30.199713,Bugesera,Ntarama,0,1,3.2,piped,low,middle
HH1957,-2.152723,30.280264,Bugesera,Kamabuye,0,3,1.2,protected_well,low,low
HH1958,-2.129706,30.228038,Bugesera,Juru,1,5,3.3,protected_well,low,low
HH1959,-2.231404,30.281169,Bugesera,Ntarama,0,0,3.3,protected_well,low,low
HH1960,-2.171114,30.252017,Bugesera,Ntarama,0,5,3.2,surface,low,middle
HH1961,-2.19167,30.220121,Bugesera,Juru,0,3,1.6,unprotected_well,low,high
HH1962,-2.215399,30.270454,Bugesera,Juru,0,1,3.3,unprotected_well,medium,low
HH1963,-2.208923,30.28066,Bugesera,Mareba,1,4,3.3,piped,medium,high
HH1964,-2.093101,30.243714,Bugesera,Ntarama,0,2,1.3,protected_well,low,low
HH1965,-2.125595,30.245799,Bugesera,Gashora,0,0,1.7,protected_well,medium,low
HH1966,-2.157827,30.315166,Bugesera,Gashora,0,4,2.9,surface,low,low
HH1967,-2.201111,30.223307,Bugesera,Ntarama,0,5,1.5,unprotected_well,low,low
HH1968,-2.239739,30.232649,Bugesera,Juru,0,5,3.3,surface,low,middle
HH1969,-2.232809,30.243926,Bugesera,Kamabuye,0,4,3.1,unprotected_well,low,middle
HH1970,-2.197089,30.298016,Bugesera,Juru,1,1,2.4,piped,high,middle
HH1971,-2.145438,30.257368,Bugesera,Juru,1,5,2.4,protected_well,high,low
HH1972,-2.165265,30.254275,Bugesera,Kamabuye,0,0,3.2,protected_well,medium,low
HH1973,-2.167682,30.183874,Bugesera,Juru,0,2,2.6,surface,low,low
HH1974,-2.233918,30.262054,Bugesera,Kamabuye,0,2,1.7,unprotected_well,high,low
HH1975,-2.202231,30.304361,Bugesera,Ntarama,0,2,3.3,unprotected_well,high,low
HH1976,-2.161625,30.221874,Bugesera,Kamabuye,1,0,3.4,piped,high,low
HH1977,-2.109286,30.180724,Bugesera,Gashora,1,1,2.9,protected_well,high,low
HH1978,-2.207785,30.308133,Bugesera,Kamabuye,0,2,3.2,surface,medium,low
HH1979,-2.178644,30.218592,Bugesera,Juru,0,0,1.2,unprotected_well,medium,low
HH1980,-2.205506,30.187026,Bugesera,Ntarama,0,0,2.4,piped,medium,middle
HH1981,-2.146653,30.199056,Bugesera,Kamabuye,0,2,2.7,unprotected_well,low,middle
HH1982,-2.220693,30.189258,Bugesera,Juru,0,5,1.8,unprotected_well,medium,low
HH1983,-2.095332,30.304048,Bugesera,Kamabuye,1,1,2.6,piped,high,middle
HH1984,-2.229111,30.287574,Bugesera,Ntarama,0,1,2.2,unprotected_well,low,low
HH1985,-2.155095,30.296294,Bugesera,Ntarama,1,4,2.9,protected_well,high,high
HH1986,-2.109644,30.231491,Bugesera,Gashora,0,4,1.4,unprotected_well,low,low
HH1987,-2.180574,30.179511,Bugesera,Ntarama,0,1,3.2,piped,medium,high
HH1988,-2.177772,30.267802,Bugesera,Juru,0,3,1.3,protected_well,low,low
HH1989,-2.120827,30.204761,Bugesera,Ntarama,0,3,1.6,unprotected_well,low,low
HH1990,-2.206843,30.181805,Bugesera,Ntarama,0,0,2.0,unprotected_well,low,low
HH1991,-2.213092,30.29787,Bugesera,Juru,0,3,1.7,unprotected_well,low,low
HH1992,-2.120263,30.198839,Bugesera,Juru,1,2,1.6,unprotected_well,high,middle
HH1993,-2.242892,30.242882,Bugesera,Ntarama,0,1,2.4,surface,low,middle
HH1994,-2.193275,30.281246,Bugesera,Ntarama,0,4,2.1,unprotected_well,low,low
HH1995,-2.223653,30.173828,Bugesera,Kamabuye,0,4,1.6,protected_well,medium,low
HH1996,-2.117175,30.318837,Bugesera,Ntarama,0,1,1.9,unprotected_well,low,low
HH1997,-2.187081,30.255556,Bugesera,Gashora,0,4,2.9,unprotected_well,medium,low
HH1998,-2.142278,30.302827,Bugesera,Gashora,0,0,3.3,unprotected_well,high,low
HH1999,-2.221505,30.194045,Bugesera,Gashora,0,0,3.3,surface,medium,low
HH2000,-2.1964,30.302124,Bugesera,Gashora,0,5,1.3,surface,low,low
HH2001,-1.759979,30.069573,Rulindo,Masoro,0,3,1.4,protected_well,medium,low
HH2002,-1.684208,29.98668,Rulindo,Bushoki,0,2,3.1,unprotected_well,medium,middle
HH2003,-1.66579,30.038028,Rulindo,Burega,0,4,3.2,unprotected_well,low,high
HH2004,-1.704287,30.011048,Rulindo,Masoro,0,2,2.4,surface,low,middle
HH2005,-1.670939,29.925894,Rulindo,Kinihira,0,5,1.5,unprotected_well,medium,middle
HH2006,-1.728153,30.010196,Rulindo,Masoro,0,5,1.3,surface,medium,low
HH2007,-1.674561,29.999749,Rulindo,Base,0,5,3.1,piped,medium,low
HH2008,-1.669259,29.935205,Rulindo,Kinihira,0,5,3.0,surface,low,low
HH2009,-1.677484,30.046948,Rulindo,Masoro,0,3,2.8,surface,low,middle
HH2010,-1.71002,30.008299,Rulindo,Bushoki,1,3,1.4,piped,high,low
HH2011,-1.722545,29.969032,Rulindo,Bushoki,0,4,1.9,unprotected_well,low,low
HH2012,-1.780646,30.001482,Rulindo,Kinihira,0,0,3.0,protected_well,low,middle
HH2013,-1.696117,30.014183,Rulindo,Burega,0,3,3.4,unprotected_well,medium,low
HH2014,-1.806085,29.985434,Rulindo,Kinihira,0,3,2.9,protected_well,low,low
HH2015,-1.751252,30.075454,Rulindo,Bushoki,0,5,1.5,unprotected_well,medium,low
HH2016,-1.739353,29.98395,Rulindo,Kinihira,0,5,3.3,piped,low,middle
HH2017,-1.675471,29.946624,Rulindo,Base,0,3,2.4,unprotected_well,medium,low
HH2018,-1.729879,30.006882,Rulindo,Base,0,2,3.1,unprotected_well,low,middle
HH2019,-1.658821,29.924403,Rulindo,Burega,0,2,2.4,piped,medium,low
HH2020,-1.760162,30.068475,Rulindo,Kinihira,0,2,3.4,unprotected_well,medium,low
HH2021,-1.758912,29.9736,Rulindo,Kinihira,1,3,3.1,surface,medium,high
HH2022,-1.751344,29.998177,Rulindo,Kinihira,0,3,3.0,protected_well,medium,middle
HH2023,-1.702597,29.978077,Rulindo,Kinihira,0,1,2.3,protected_well,low,middle
HH2024,-1.720015,29.952897,Rulindo,Burega,0,4,1.6,piped,low,middle
HH2025,-1.803698,30.048108,Rulindo,Bushoki,0,2,2.2,surface,low,low
HH2026,-1.761557,30.011911,Rulindo,Masoro,0,5,2.2,protected_well,high,middle
HH2027,-1.750678,30.016928,Rulindo,Burega,0,2,1.7,surface,high,middle
HH2028,-1.7598,30.037015,Rulindo,Bushoki,0,3,3.1,protected_well,low,low
HH2029,-1.740276,30.040762,Rulindo,Bushoki,0,1,2.1,protected_well,low,low
HH2030,-1.72982,30.003725,Rulindo,Bushoki,1,1,2.9,piped,high,middle
HH2031,-1.668484,29.958623,Rulindo,Kinihira,0,2,2.8,protected_well,low,middle
HH2032,-1.69277,29.962493,Rulindo,Burega,0,4,2.6,piped,low,low
HH2033,-1.680664,29.96409,Rulindo,Bushoki,0,2,3.4,surface,high,low
HH2034,-1.771511,29.942666,Rulindo,Masoro,0,5,3.2,protected_well,low,middle
HH2035,-1.659406,29.994859,Rulindo,Masoro,1,4,2.1,protected_well,high,high
HH2036,-1.805678,29.933477,Rulindo,Base,0,1,1.3,protected_well,high,low
HH2037,-1.780562,30.044083,Rulindo,Bushoki,0,5,3.2,surface,high,low
HH2038,-1.679601,29.950972,Rulindo,Burega,0,3,3.4,surface,low,middle
HH2039,-1.795304,30.033009,Rulindo,Kinihira,0,2,2.8,surface,medium,low
HH2040,-1.797428,30.073824,Rulindo,Base,0,2,1.9,surface,medium,middle
HH2041,-1.746198,30.050677,Rulindo,Bushoki,1,1,2.8,piped,medium,high
HH2042,-1.692165,29.983533,Rulindo,Kinihira,0,1,1.9,protected_well,low,low
HH2043,-1.712751,29.969309,Rulindo,Burega,0,1,2.8,unprotected_well,high,low
HH2044,-1.717623,29.959505,Rulindo,Burega,1,0,1.7,unprotected_well,high,middle
HH2045,-1.710901,29.949786,Rulindo,Base,0,0,1.0,unprotected_well,high,low
HH2046,-1.783524,29.999759,Rulindo,Base,0,1,2.4,unprotected_well,medium,low
HH2047,-1.717372,30.060072,Rulindo,Bushoki,0,4,1.4,unprotected_well,medium,low
HH2048,-1.7029,29.963437,Rulindo,Kinihira,0,1,2.1,piped,medium,high
HH2049,-1.68071,30.00773,Rulindo,Masoro,0,0,3.2,unprotected_well,low,low
HH2050,-1.75767,30.035219,Rulindo,Kinihira,0,4,3.4,protected_well,low,middle
HH2051,-1.765901,30.0608,Rulindo,Burega,0,3,1.7,surface,high,low
HH2052,-1.711535,29.936819,Rulindo,Burega,0,5,1.9,protected_well,low,middle
HH2053,-1.678337,29.959447,Rulindo,Bushoki,0,2,3.3,protected_well,low,low
HH2054,-1.700077,30.006174,Rulindo,Masoro,0,1,1.4,protected_well,medium,low
HH2055,-1.695209,30.044391,Rulindo,Bushoki,0,1,3.4,protected_well,medium,low
HH2056,-1.757118,29.91853,Rulindo,Burega,0,0,3.1,protected_well,medium,low
HH2057,-1.669134,30.03249,Rulindo,Burega,0,2,2.3,protected_well,low,high
HH2058,-1.681479,29.952024,Rulindo,Kinihira,1,3,3.4,protected_well,medium,middle
HH2059,-1.659357,30.029043,Rulindo,Masoro,0,5,1.8,protected_well,low,low
HH2060,-1.662219,29.959506,Rulindo,Kinihira,0,3,2.2,surface,medium,low
HH2061,-1.685632,29.972371,Rulindo,Kinihira,0,4,3.4,unprotected_well,low,middle
HH2062,-1.801333,30.048047,Rulindo,Bushoki,0,1,2.9,unprotected_well,low,low
HH2063,-1.745718,30.021877,Rulindo,Kinihira,1,1,1.9,unprotected_well,high,high
HH2064,-1.792322,29.965177,Rulindo,Base,0,1,3.1,unprotected_well,low,middle
HH2065,-1.791072,30.014289,Rulindo,Base,1,0,3.2,piped,medium,high
HH2066,-1.743776,29.964716,Rulindo,Kinihira,0,0,3.3,surface,low,middle
HH2067,-1.656895,29.98366,Rulindo,Masoro,0,4,2.5,unprotected_well,medium,low
HH2068,-1.792508,29.969247,Rulindo,Kinihira,0,0,2.7,protected_well,low,low
HH2069,-1.718672,30.008034,Rulindo,Burega,1,4,2.0,protected_well,low,middle
HH2070,-1.789652,30.018502,Rulindo,Burega,0,0,2.1,surface,high,low
HH2071,-1.658953,29.932299,Rulindo,Masoro,0,2,3.4,unprotected_well,low,low
HH2072,-1.715783,30.06631,Rulindo,Bushoki,0,1,1.1,surface,medium,low
HH2073,-1.721442,29.973743,Rulindo,Base,0,5,1.5,unprotected_well,medium,low
HH2074,-1.705826,30.02593,Rulindo,Base,0,4,2.5,unprotected_well,low,low
HH2075,-1.665527,30.014966,Rulindo,Bushoki,0,4,1.6,surface,medium,middle
HH2076,-1.751868,29.917457,Rulindo,Kinihira,0,5,2.3,unprotected_well,low,low
HH2077,-1.651425,29.924516,Rulindo,Masoro,0,3,1.8,surface,medium,low
HH2078,-1.792667,30.045164,Rulindo,Kinihira,0,3,2.9,unprotected_well,high,middle
HH2079,-1.809547,30.003865,Rulindo,Bushoki,0,4,2.6,protected_well,medium,middle
HH2080,-1.699834,30.023649,Rulindo,Masoro,0,4,2.2,unprotected_well,high,high
HH2081,-1.771746,30.000248,Rulindo,Base,0,3,2.3,protected_well,low,high
HH2082,-1.804928,30.014715,Rulindo,Base,0,3,2.3,unprotected_well,medium,low
HH2083,-1.744903,29.965287,Rulindo,Kinihira,0,5,3.3,surface,medium,middle
HH2084,-1.693024,29.968998,Rulindo,Burega,0,1,2.6,piped,low,low
HH2085,-1.694735,29.956169,Rulindo,Bushoki,0,4,3.3,unprotected_well,medium,low
HH2086,-1.809372,30.05254,Rulindo,Bushoki,0,4,1.9,unprotected_well,high,low
HH2087,-1.688784,30.053762,Rulindo,Kinihira,1,3,2.7,piped,medium,middle
HH2088,-1.701219,30.04071,Rulindo,Bushoki,0,1,3.1,piped,low,middle
HH2089,-1.699008,30.07347,Rulindo,Base,0,0,3.0,unprotected_well,low,low
HH2090,-1.724324,29.944011,Rulindo,Kinihira,0,1,2.8,protected_well,low,middle
HH2091,-1.744477,29.921531,Rulindo,Base,0,5,2.6,surface,high,low
HH2092,-1.769178,30.072739,Rulindo,Masoro,0,4,1.8,protected_well,medium,low
HH2093,-1.653812,29.919695,Rulindo,Masoro,1,4,2.9,piped,high,low
HH2094,-1.677567,30.017844,Rulindo,Burega,0,5,1.8,protected_well,low,low
HH2095,-1.743763,29.985949,Rulindo,Bushoki,1,1,3.5,protected_well,low,middle
HH2096,-1.73266,30.024596,Rulindo,Masoro,0,0,3.2,unprotected_well,medium,middle
HH2097,-1.758412,30.022837,Rulindo,Bushoki,0,2,1.6,piped,low,low
HH2098,-1.698964,30.050979,Rulindo,Base,0,5,1.4,surface,medium,low
HH2099,-1.724158,30.038263,Rulindo,Kinihira,0,0,2.6,protected_well,low,middle
HH2100,-1.727732,29.973881,Rulindo,Masoro,0,2,2.7,piped,medium,low
HH2101,-1.76578,29.92716,Rulindo,Kinihira,1,3,2.0,protected_well,high,middle
HH2102,-1.728288,29.978836,Rulindo,Masoro,0,2,2.0,protected_well,medium,low
HH2103,-1.809547,30.025006,Rulindo,Bushoki,0,0,3.4,piped,low,low
HH2104,-1.717066,29.980199,Rulindo,Masoro,1,4,3.5,piped,medium,high
HH2105,-1.650084,29.970138,Rulindo,Masoro,1,0,1.5,protected_well,high,high
HH2106,-1.779732,29.979464,Rulindo,Base,0,2,3.4,surface,low,low
HH2107,-1.71952,29.985624,Rulindo,Burega,0,1,2.9,piped,low,high
HH2108,-1.80125,29.948738,Rulindo,Base,0,5,1.1,unprotected_well,low,low
HH2109,-1.73306,29.984013,Rulindo,Kinihira,0,5,2.9,unprotected_well,medium,low
HH2110,-1.712969,29.975823,Rulindo,Bushoki,1,0,2.5,protected_well,medium,middle
HH2111,-1.755999,30.066691,Rulindo,Bushoki,0,4,3.0,unprotected_well,low,low
HH2112,-1.658267,30.028241,Rulindo,Masoro,0,0,3.3,piped,low,middle
HH2113,-1.759944,29.947612,Rulindo,Bushoki,0,3,2.2,unprotected_well,medium,middle
HH2114,-1.742382,30.071846,Rulindo,Burega,0,5,3.1,surface,medium,middle
HH2115,-1.668949,29.982303,Rulindo,Burega,0,2,1.9,surface,high,low
HH2116,-1.746788,30.063461,Rulindo,Masoro,0,5,1.1,unprotected_well,high,low
HH2117,-1.666159,30.075565,Rulindo,Masoro,0,5,2.6,surface,high,low
HH2118,-1.67813,30.025412,Rulindo,Kinihira,0,5,1.7,surface,high,low
HH2119,-1.709156,29.971636,Rulindo,Masoro,0,5,1.9,surface,high,low
HH2120,-1.80163,29.995536,Rulindo,Base,0,0,1.9,surface,low,middle
HH2121,-1.719116,29.943666,Rulindo,Base,1,4,1.0,piped,medium,low
HH2122,-1.707153,30.069298,Rulindo,Base,0,4,1.7,unprotected_well,low,low
HH2123,-1.691426,29.930957,Rulindo,Burega,1,0,1.5,protected_well,high,high
HH2124,-1.749112,29.943625,Rulindo,Bushoki,0,5,2.7,unprotected_well,low,low
HH2125,-1.66573,30.009328,Rulindo,Kinihira,0,1,1.0,unprotected_well,high,low
HH2126,-1.69776,29.954378,Rulindo,Masoro,0,1,1.6,protected_well,medium,low
HH2127,-1.781548,30.0079,Rulindo,Kinihira,0,2,2.6,piped,medium,middle
HH2128,-1.764963,29.936933,Rulindo,Burega,0,4,2.6,unprotected_well,low,low
HH2129,-1.720567,29.954642,Rulindo,Masoro,0,3,3.0,unprotected_well,low,low
HH2130,-1.737126,30.002824,Rulindo,Masoro,1,2,2.9,protected_well,high,middle
HH2131,-1.776705,30.030329,Rulindo,Burega,0,4,1.6,unprotected_well,low,middle
HH2132,-1.799683,29.990621,Rulindo,Bushoki,1,5,2.7,piped,high,middle
HH2133,-1.656961,29.971605,Rulindo,Masoro,0,3,2.4,surface,medium,low
HH2134,-1.796621,29.93328,Rulindo,Bushoki,0,2,1.6,unprotected_well,low,low
HH2135,-1.739602,30.031941,Rulindo,Burega,0,4,1.9,surface,medium,low
HH2136,-1.696838,30.076316,Rulindo,Kinihira,0,4,2.9,unprotected_well,medium,high
HH2137,-1.68174,30.076886,Rulindo,Masoro,0,4,3.5,unprotected_well,low,low
HH2138,-1.761564,29.958703,Rulindo,Bushoki,0,5,1.3,unprotected_well,low,low
HH2139,-1.73143,29.947469,Rulindo,Masoro,0,0,3.4,protected_well,medium,low
HH2140,-1.665891,30.04061,Rulindo,Bushoki,0,0,1.8,surface,low,low
HH2141,-1.666684,30.035394,Rulindo,Masoro,0,3,3.4,unprotected_well,low,low
HH2142,-1.750813,29.97259,Rulindo,Masoro,0,2,2.7,unprotected_well,low,middle
HH2143,-1.741332,29.989714,Rulindo,Masoro,0,2,1.6,protected_well,low,middle
HH2144,-1.793686,29.927067,Rulindo,Kinihira,0,0,2.2,unprotected_well,low,middle
HH2145,-1.759982,29.91793,Rulindo,Masoro,0,1,2.3,unprotected_well,low,low
HH2146,-1.80481,30.068902,Rulindo,Bushoki,0,4,1.4,protected_well,medium,low
HH2147,-1.734188,29.966195,Rulindo,Kinihira,0,1,2.7,unprotected_well,high,low
HH2148,-1.670885,30.061246,Rulindo,Base,0,5,2.9,unprotected_well,medium,middle
HH2149,-1.77734,30.076483,Rulindo,Bushoki,0,1,2.0,unprotected_well,low,low
HH2150,-1.779914,30.0157,Rulindo,Bushoki,0,0,1.1,surface,medium,low
HH2151,-1.671765,29.971072,Rulindo,Base,0,4,1.1,surface,medium,low
HH2152,-1.782382,30.068005,Rulindo,Kinihira,0,2,1.5,unprotected_well,low,low
HH2153,-1.795398,29.948885,Rulindo,Masoro,0,5,1.5,unprotected_well,medium,low
HH2154,-1.732209,29.989846,Rulindo,Bushoki,0,4,2.3,protected_well,medium,middle
HH2155,-1.77068,30.016813,Rulindo,Base,0,4,1.5,protected_well,low,low
HH2156,-1.768578,30.066365,Rulindo,Masoro,1,5,3.1,piped,high,middle
HH2157,-1.700153,30.026232,Rulindo,Kinihira,0,1,3.0,piped,medium,middle
HH2158,-1.802461,29.92153,Rulindo,Bushoki,0,5,2.2,surface,low,low
HH2159,-1.801344,30.075248,Rulindo,Masoro,1,2,1.7,protected_well,medium,low
HH2160,-1.780337,29.964516,Rulindo,Masoro,0,1,1.6,unprotected_well,low,low
HH2161,-1.657793,29.968586,Rulindo,Burega,0,4,2.3,unprotected_well,medium,low
HH2162,-1.809758,30.030111,Rulindo,Base,0,3,1.5,piped,low,low
HH2163,-1.726997,29.999335,Rulindo,Masoro,0,3,1.6,unprotected_well,medium,low
HH2164,-1.771234,30.062647,Rulindo,Kinihira,0,3,3.2,unprotected_well,medium,low
HH2165,-1.675634,29.996157,Rulindo,Burega,1,0,1.7,unprotected_well,high,middle
HH2166,-1.807658,29.959375,Rulindo,Masoro,1,5,3.2,surface,medium,low
HH2167,-1.697796,29.990653,Rulindo,Masoro,0,0,1.4,unprotected_well,high,low
HH2168,-1.678313,30.046065,Rulindo,Kinihira,1,4,1.7,piped,high,middle
HH2169,-1.703638,29.944971,Rulindo,Burega,1,3,2.1,unprotected_well,low,high
HH2170,-1.704726,29.960687,Rulindo,Burega,0,5,1.2,surface,low,low
HH2171,-1.68075,29.966469,Rulindo,Base,1,0,3.5,piped,low,middle
HH2172,-1.803087,29.997101,Rulindo,Masoro,0,0,2.3,unprotected_well,low,low
HH2173,-1.78453,30.070898,Rulindo,Base,0,3,2.1,protected_well,medium,low
HH2174,-1.743816,30.057015,Rulindo,Burega,0,2,2.1,unprotected_well,medium,low
HH2175,-1.688376,30.060855,Rulindo,Base,0,1,2.8,unprotected_well,low,low
HH2176,-1.743893,29.970822,Rulindo,Kinihira,0,5,2.5,piped,low,low
HH2177,-1.716647,30.018709,Rulindo,Bushoki,0,1,2.2,unprotected_well,medium,low
HH2178,-1.68534,30.036314,Rulindo,Kinihira,1,0,3.4,piped,high,middle
HH2179,-1.701934,29.968184,Rulindo,Burega,0,2,2.3,protected_well,low,low
HH2180,-1.650184,29.976248,Rulindo,Kinihira,1,0,3.1,protected_well,high,middle
HH2181,-1.688075,29.971593,Rulindo,Burega,1,3,2.0,piped,high,low
HH2182,-1.736099,29.967862,Rulindo,Kinihira,0,4,3.3,surface,medium,middle
HH2183,-1.707209,30.059605,Rulindo,Masoro,1,0,2.2,piped,medium,middle
HH2184,-1.801905,29.972942,Rulindo,Masoro,0,1,2.1,unprotected_well,low,middle
HH2185,-1.777747,29.976601,Rulindo,Kinihira,0,0,2.2,protected_well,low,middle
HH2186,-1.652924,29.928523,Rulindo,Base,0,2,2.2,unprotected_well,low,low
HH2187,-1.76559,30.047697,Rulindo,Burega,0,1,3.2,unprotected_well,low,low
HH2188,-1.687838,29.993277,Rulindo,Masoro,0,3,2.3,unprotected_well,medium,middle
HH2189,-1.733307,30.025925,Rulindo,Burega,0,2,2.6,surface,low,low
HH2190,-1.732973,30.030829,Rulindo,Masoro,0,3,2.5,protected_well,low,low
HH2191,-1.773631,30.050121,Rulindo,Bushoki,1,0,3.0,piped,high,high
HH2192,-1.732493,29.97762,Rulindo,Kinihira,0,0,3.3,protected_well,low,low
HH2193,-1.737829,29.933737,Rulindo,Masoro,0,3,2.6,surface,medium,low
HH2194,-1.733808,29.932518,Rulindo,Kinihira,1,1,1.9,piped,medium,middle
HH2195,-1.666546,29.940361,Rulindo,Bushoki,0,4,1.6,surface,low,low
HH2196,-1.752475,29.961136,Rulindo,Burega,1,2,3.5,piped,medium,middle
HH2197,-1.677638,29.99361,Rulindo,Kinihira,0,4,3.0,surface,medium,low
